,Magnitude,Place,Time,Longitude,Latitude,Depth
1138,4.6,"Volcano Islands, Japan region",1685843192880,143.0093,23.0467,79.027
1139,4.2,"60 km SSE of Nemuro, Japan",1685818649726,145.8768,42.8265,32.171
1140,4.3,"near the south coast of western Honshu, Japan",1685812086229,135.8148,33.0663,19.981
1141,5.0,"26 km SW of Urakawa, Japan",1685788540433,142.5738,41.978,61.61
1142,4.2,"73 km ESE of Katsuren-haebaru, Japan",1685749420332,128.5121,25.9991,10.0
1143,4.1,"21 km NW of Horokanai, Japan",1685700506265,141.948,44.1434,215.628
1144,4.3,"58 km ENE of Hualien City, Taiwan",1685699324295,122.1031,24.2328,43.708
1145,4.5,"Izu Islands, Japan region",1685626134061,142.278,29.2837,10.0
1146,4.4,"Kyushu, Japan",1685586509960,129.8607,30.0056,10.0
1147,4.2,"72 km SW of Yonakuni, Japan",1685582310816,122.5759,23.9456,24.755
1148,4.4,"61 km NE of Hengchun, Taiwan",1685530082839,121.232,22.3165,31.36
1149,4.4,"73 km E of Mutsu, Japan",1685507279172,142.0786,41.4176,66.123
1150,4.1,"21 km SE of ?funato, Japan",1685495072659,141.9101,38.9543,59.124
1151,4.4,"142 km SSE of Shimoda, Japan",1685486936168,139.2833,33.4203,11.349
1152,4.1,"67 km E of Shikotan, Russia",1685479124213,147.5477,43.918,57.242
1153,4.3,"76 km E of Namie, Japan",1685454721587,141.8637,37.4753,41.052
1154,4.6,"58 km ENE of Anamizu, Japan",1685436557264,137.4734,37.5033,10.0
1155,5.8,"Volcano Islands, Japan region",1685407926179,142.9966,24.0473,10.0
1156,4.0,"140 km NNW of Hirara, Japan",1685386748662,124.8884,26.0167,184.222
1157,4.1,"6 km WNW of Ōami, Japan",1685338728825,140.2563,35.5444,59.473
1158,4.4,"6 km SSE of Hasaki, Japan",1685314713467,140.865,35.6786,35.0
1159,4.2,"98 km WSW of Kurio, Japan",1685305069984,129.5368,29.83,127.439
1160,4.2,"238 km SE of Shikotan, Russia",1685257246622,148.973,42.4278,10.0
1161,4.4,"Hokkaido, Japan region",1685232523796,142.6376,41.4049,41.263
1162,4.8,"57 km WSW of Kurio, Japan",1685195532351,129.912,30.0021,10.0
1163,4.4,"near the east coast of Honshu, Japan",1685195384488,140.8207,35.6226,44.103
1164,4.6,"15 km SSE of Asahi, Japan",1685102510681,140.7136,35.5823,30.409
1165,4.2,"18 km SE of Yokoshiba, Japan",1685099259640,140.606,35.5159,40.543
1166,6.1,"12 km SE of Narutō, Japan",1685095404100,140.5281,35.5294,42.0
1167,4.4,"132 km NE of Hirara, Japan",1685065561686,126.1657,25.7118,10.0
1168,4.4,"Izu Islands, Japan region",1685048033702,141.8022,32.627,10.0
1169,5.1,"72 km N of Basco, Philippines",1685022508871,122.0167,21.1001,10.0
1170,4.3,"57 km SE of Shinmachi, Japan",1684975390329,140.8268,34.8432,50.753
1171,4.6,"22 km W of Urakawa, Japan",1684973731584,142.517,42.1166,66.774
1172,4.3,"80 km WNW of Nagata, Japan",1684935214368,129.653,30.6688,228.204
1173,4.3,"273 km ESE of Onagawa Chō, Japan",1684893663708,144.3597,37.5775,10.0
1174,4.1,"157 km NNW of Hirara, Japan",1684838748223,124.7522,26.1332,233.204
1175,4.2,Taiwan region,1684832407621,122.5806,23.9526,27.224
1176,4.1,"65 km SE of Honchō, Japan",1684823006575,143.4504,41.6893,42.574
1177,4.2,"122 km NW of Tarama, Japan",1684797102289,123.935,25.5257,165.426
1178,4.2,"18 km SSE of Kushiro, Japan",1684763906477,144.4942,42.8308,59.49
1179,4.9,"38 km SSE of Shimoda, Japan",1684752385807,139.1655,34.377,6.421
1180,5.1,"41 km SE of Shimoda, Japan",1684741360250,139.3058,34.4462,10.0
1181,4.1,"88 km E of Minami-Sōma, Japan",1684711129352,141.9801,37.6894,35.0
1182,5.5,"135 km WSW of Kurio, Japan",1684707604199,129.1107,29.8362,184.0
1183,4.4,"49 km NE of Anamizu, Japan",1684682427816,137.3086,37.5373,10.0
1184,4.8,"28 km SE of Shikotan, Russia",1684661987090,146.9539,43.608,35.0
1185,4.3,"117 km ENE of Kuji, Japan",1684643033908,143.0018,40.6649,44.45
1186,4.4,"16 km NNE of Miyako, Japan",1684635713452,142.0005,39.7844,61.292
1187,4.6,"19 km SE of Wada, Japan",1684591882172,140.1882,34.939,81.514
1188,4.1,"Bonin Islands, Japan region",1684534685878,140.3382,26.9561,499.472
1189,4.5,"216 km E of Miyako, Japan",1684523624626,144.4629,39.6195,10.0
1190,4.4,"78 km NE of Kuril’sk, Russia",1684491447087,148.7,45.6333,143.551
1191,4.3,"Izu Islands, Japan region",1684483559564,141.1087,29.6187,57.936
1192,4.6,"27 km SW of Yawatahama, Japan",1684446987163,132.2106,33.2888,62.252
1193,4.3,"Izu Islands, Japan region",1684404401385,141.7853,31.3961,25.728
1194,4.2,"130 km SE of Kuril’sk, Russia",1684327313278,149.1944,44.5229,41.826
1195,4.2,"129 km ESE of Kuril’sk, Russia",1684296999830,149.3652,44.7279,35.0
1196,4.3,"102 km ENE of Shikotan, Russia",1684283519822,147.9598,44.0402,53.45
1197,4.2,"56 km NNW of Tarama, Japan",1684248480742,124.4328,25.1156,83.188
1198,4.7,"165 km SSE of Shimoda, Japan",1684238233336,139.3961,33.2327,10.0
1199,4.6,"151 km S of Shimoda, Japan",1684238199032,139.1696,33.3263,10.0
1200,4.3,"146 km S of Shimoda, Japan",1684235088758,139.2314,33.3812,10.0
1201,4.2,"6 km SE of Hitachi, Japan",1684232502272,140.7121,36.5622,75.701
1202,4.3,"Volcano Islands, Japan region",1684174733758,143.9993,22.8678,39.378
1203,4.6,"158 km S of Shimoda, Japan",1684143871380,139.2745,33.2725,16.619
1204,4.2,"71 km ESE of Katsuren-haebaru, Japan",1684128468869,128.5015,26.0298,10.0
1205,4.4,"105 km WNW of Ie, Japan",1684120870150,126.8256,27.0676,132.13
1206,4.4,"194 km NE of Kuril’sk, Russia",1684115692158,149.7423,46.3883,12.498
1207,5.0,"54 km ENE of Kuril’sk, Russia",1684101611272,148.5079,45.4259,135.61
1208,3.9,"45 km NE of Tonghae, South Korea",1684099656559,129.4695,37.8336,12.995
1209,5.1,"Izu Islands, Japan region",1684081372640,139.1999,33.3944,10.0
1210,4.3,"159 km S of Shimoda, Japan",1684077862943,139.2512,33.2608,10.0
1211,4.2,"Bonin Islands, Japan region",1684074934751,139.9727,27.5075,401.587
1212,4.9,"Izu Islands, Japan region",1684074058003,139.3249,33.3763,10.0
1213,4.8,"154 km SSE of Shimoda, Japan",1684073129590,139.2826,33.3091,10.0
1214,5.2,"Izu Islands, Japan region",1684073010352,139.3741,33.4328,10.0
1215,5.0,"145 km SSE of Shimoda, Japan",1684072557089,139.3909,33.4166,10.0
1216,4.1,"164 km S of Shimoda, Japan",1684064081147,139.1515,33.2022,10.0
1217,4.8,"162 km S of Shimoda, Japan",1684063747393,139.2775,33.2405,14.129
1218,5.6,"141 km SSE of Shimoda, Japan",1684059095287,139.3262,33.4427,13.261
1219,4.2,"158 km S of Shimoda, Japan",1684057953590,139.2717,33.277,10.0
1220,4.1,"164 km SSE of Shimoda, Japan",1684056206194,139.5148,33.2733,10.0
1221,4.6,"157 km S of Shimoda, Japan",1684053971059,139.2738,33.279,14.31
1222,5.0,"158 km SSE of Shimoda, Japan",1684053849023,139.4954,33.3252,9.473
1223,4.7,"154 km SSE of Shimoda, Japan",1684053026292,139.3353,33.3194,18.995
1224,4.6,"151 km SSE of Shimoda, Japan",1684052735737,139.3133,33.3483,11.306
1225,5.8,"156 km SSE of Shimoda, Japan",1684052501726,139.3665,33.3132,12.769
1226,4.4,"152 km SSE of Shimoda, Japan",1684052350401,139.2949,33.3334,14.371
1227,5.4,"149 km SSE of Shimoda, Japan",1684051917378,139.3714,33.3767,18.623
1228,4.7,"157 km SSE of Shimoda, Japan",1684047804359,139.3771,33.3052,19.914
1229,4.6,"Bonin Islands, Japan region",1683998312527,142.3694,26.5639,26.33
1230,5.2,"53 km SW of Kurio, Japan",1683961827414,129.9763,29.9909,10.0
1231,4.4,"Bonin Islands, Japan region",1683931408141,142.6011,28.6275,10.0
1232,4.5,"91 km S of Hualien City, Taiwan",1683912621293,121.443,23.1661,29.709
1233,4.3,"5 km W of Yawatahama, Japan",1683895505742,132.3792,33.4635,55.487
1234,4.1,"10 km SW of Hachiōji, Japan",1683871544390,139.2556,35.5849,136.75
1235,4.6,"30 km SE of Hengchun, Taiwan",1683840317180,120.9487,21.8019,10.0
1236,4.4,Kuril Islands,1683837086613,148.995,44.5474,47.899
1237,4.7,"46 km SSW of Miyakojima, Japan",1683813008819,125.1988,24.3825,27.737
1238,5.8,"southwestern Ryukyu Islands, Japan",1683811993759,125.2746,24.2156,21.643
1239,5.2,"23 km WNW of Hiroo, Japan",1683798764010,143.0155,42.3313,61.946
1240,4.4,"56 km WSW of Kurio, Japan",1683774664427,129.8965,30.0506,10.717
1241,4.0,"Izu Islands, Japan region",1683752664729,138.3477,31.4854,364.013
1242,5.2,"2 km NNW of Kamogawa, Japan",1683746202518,140.0913,35.1171,39.454
1243,4.9,"52 km NE of Anamizu, Japan",1683723288376,137.2874,37.5921,10.0
1244,4.4,"2 km N of Honchō, Japan",1683685256995,139.9899,35.724,70.507
1245,4.0,"30 km E of Gojōnome, Japan",1683675722568,140.4653,39.9027,154.709
1246,4.8,"43 km NE of Anamizu, Japan",1683670477287,137.2169,37.5372,4.863
1247,4.0,"Bonin Islands, Japan region",1683658284198,139.7311,27.9999,454.0
1248,4.3,"31 km ENE of Iwaizumi, Japan",1683655374790,142.1384,39.9598,52.506
1249,4.2,"10 km N of Miyako, Japan",1683635529810,141.937,39.7436,62.235
1250,4.3,"55 km ENE of Misawa, Japan",1683606155683,141.9398,40.9667,62.792
1251,4.4,"53 km NE of Anamizu, Japan",1683597955093,137.39,37.5219,10.0
1252,4.3,"70 km NNW of Itoigawa, Japan",1683576973279,137.537,37.6125,9.603
1253,4.9,"47 km NE of Anamizu, Japan",1683576857486,137.3075,37.5099,5.996
1254,4.3,"248 km SSE of Tateyama, Japan",1683552323912,140.4059,32.7878,77.73
1255,4.9,"40 km NW of Yonakuni, Japan",1683537791086,122.7397,24.7473,112.539
1256,4.2,"eastern Honshu, Japan",1683511499871,140.0409,37.1603,126.576
1257,4.1,"Izu Islands, Japan region",1683439044067,139.8724,30.5965,115.962
1258,4.2,"Izu Islands, Japan region",1683408380834,139.3929,29.257,406.213
1259,4.6,"Volcano Islands, Japan region",1683408315013,143.643,25.3221,10.0
1260,4.2,"86 km SW of Yudomari, Japan",1683374030217,129.9756,29.5859,90.653
1261,5.1,"Volcano Islands, Japan region",1683323188182,146.6154,22.2318,10.0
1262,4.4,"77 km E of Mutsu, Japan",1683309196418,142.1245,41.422,60.463
1263,5.9,"68 km ENE of Mutsu, Japan",1683308836200,141.9826,41.5095,59.0
1264,4.5,"58 km SE of Nemuro, Japan",1683302510657,146.1184,42.9852,50.933
1265,4.4,"41 km NE of Anamizu, Japan",1683296329958,137.2187,37.5102,9.873
1266,5.6,"43 km NE of Anamizu, Japan",1683291483876,137.2752,37.4872,10.0
1267,4.6,"5 km SSE of Yamada, Japan",1683289494830,141.9781,39.42,62.467
1268,4.4,Taiwan region,1683279508258,122.5348,23.7341,10.0
1269,4.6,"51 km ENE of Anamizu, Japan",1683275881171,137.3978,37.4752,10.0
1270,4.8,"42 km NE of Anamizu, Japan",1683266016934,137.2324,37.5062,10.0
1271,6.2,"49 km NE of Anamizu, Japan",1683265324365,137.2994,37.5476,10.0
1272,4.3,"79 km SE of Katsuren-haebaru, Japan",1683238067661,128.5195,25.9161,10.0
1273,4.3,Mariana Islands region,1683222126865,147.1379,20.2148,10.0
1274,4.6,"66 km SSW of Hualien City, Taiwan",1683214699945,121.3467,23.4239,15.123
1275,4.2,"12 km NNE of Shikabe, Japan",1683178155801,140.8805,42.1297,125.005
1276,4.1,"129 km ESE of Iwaki, Japan",1683150864904,142.2723,36.7108,31.844
1277,4.8,"Bonin Islands, Japan region",1683115536405,143.7528,26.9507,13.008
1278,4.1,"Volcano Islands, Japan region",1683099763151,142.9123,22.4097,177.002
1279,4.5,"108 km SE of Hiroo, Japan",1683079996676,144.335,41.6883,32.986
1280,4.4,"39 km ESE of Takahagi, Japan",1683059686267,141.1332,36.5894,45.267
1281,4.1,"34 km WSW of Teshio, Japan",1683026693305,141.3335,44.7588,258.978
1282,4.2,Kuril Islands,1682998758160,148.7395,45.8831,174.352
1283,4.1,"220 km SSE of Shimoda, Japan",1682988382094,140.1079,32.9453,132.941
1284,4.2,"81 km SSE of Onagawa Chō, Japan",1682967375983,141.9374,37.8196,55.111
1285,4.7,"81 km ESE of Katsuren-haebaru, Japan",1682956518573,128.6084,26.0156,10.0
1286,4.3,"79 km SSE of Onagawa Chō, Japan",1682954418863,141.9376,37.849,43.177
1287,5.3,"Ryukyu Islands, Japan",1682927977739,128.5511,25.9389,10.0
1288,5.0,"72 km ESE of Katsuren-haebaru, Japan",1682913752228,128.5116,26.012,14.769
1289,4.5,"79 km SE of Katsuren-haebaru, Japan",1682913682842,128.5263,25.9261,13.621
1290,4.9,"85 km SE of Taira, Japan",1682913048672,128.7003,26.0335,10.0
1291,5.9,"69 km ESE of Katsuren-haebaru, Japan",1682911330458,128.4753,26.0161,9.0
1292,4.4,"70 km ESE of Katsuren-haebaru, Japan",1682910779370,128.4743,25.997,10.0
1293,4.6,"80 km ESE of Katsuren-haebaru, Japan",1682908481384,128.5766,25.976,10.0
1294,4.5,"81 km ESE of Katsuren-haebaru, Japan",1682908231635,128.6108,26.0121,10.0
1295,5.3,"Ryukyu Islands, Japan",1682907749661,128.5201,26.0019,20.024
1296,5.1,"74 km ESE of Katsuren-haebaru, Japan",1682907662085,128.5306,26.0202,16.2
1297,4.5,"27 km WSW of Urakawa, Japan",1682899100475,142.471,42.0642,68.408
1298,4.4,"47 km E of Ōarai, Japan",1682898662472,141.1086,36.2566,39.39
1299,4.4,"95 km S of Yudomari, Japan",1682894057164,130.3405,29.3809,35.0
1300,4.4,"near the east coast of Honshu, Japan",1682885062213,140.6219,36.4188,70.585
1301,4.3,"Izu Islands, Japan region",1682880349126,139.5891,29.0077,392.269
1302,4.3,"50 km SE of Hasaki, Japan",1682857303203,141.2927,35.4696,35.744
1303,4.6,"121 km ESE of Hengchun, Taiwan",1682836262347,121.8466,21.6269,10.304
1304,4.9,"Ryukyu Islands, Japan",1682783367779,128.5132,26.0572,10.0
1305,3.9,"Maug Islands region, Northern Mariana Islands",1682771433585,144.877,20.241,9.356
1306,4.4,"58 km SE of Katsuren-haebaru, Japan",1682744871899,128.3524,26.0359,10.0
1307,4.4,"81 km ESE of Katsuren-haebaru, Japan",1682739149824,128.5948,25.9914,10.0
1308,4.6,"72 km ESE of Katsuren-haebaru, Japan",1682739082960,128.4928,25.9983,10.0
1309,4.7,"78 km ESE of Katsuren-haebaru, Japan",1682738810814,128.5728,26.0136,10.0
1310,4.4,"158 km SSE of Tateyama, Japan",1682705088666,140.5739,33.6853,60.202
1311,4.4,"82 km ESE of Katsuren-haebaru, Japan",1682681537907,128.5989,25.973,13.602
1312,4.4,"20 km SW of Urakawa, Japan",1682667955670,142.6398,42.0108,63.311
1313,4.5,"Izu Islands, Japan region",1682659095346,140.8457,32.043,66.601
1314,4.5,"Ryukyu Islands, Japan",1682633334312,128.1259,26.3864,29.339
1315,4.4,"79 km ESE of Katsuren-haebaru, Japan",1682623985176,128.5922,26.025,10.0
1316,4.4,"21 km E of Iwaki, Japan",1682602986144,141.1233,37.0818,62.8
1317,4.4,"71 km SE of Ginoza, Japan",1682589872868,128.5333,26.0704,13.067
1318,4.9,"Ryukyu Islands, Japan",1682582819501,128.5497,25.9913,10.0
1319,5.3,"72 km SE of Ginoza, Japan",1682581417769,128.5561,26.0902,10.0
1320,4.6,"84 km ESE of Katsuren-haebaru, Japan",1682581271081,128.5939,25.9338,10.0
1321,4.2,"66 km ENE of Mutsu, Japan",1682559633480,141.9177,41.572,67.808
1322,4.3,Kuril Islands,1682548067524,148.1011,44.4781,75.01
1323,4.4,"82 km E of Taira, Japan",1682533835043,128.9741,26.5494,18.358
1324,4.5,"Volcano Islands, Japan region",1682518261585,144.8277,22.0541,35.0
1325,4.2,"25 km WSW of Urakawa, Japan",1682495556966,142.5007,42.0682,71.167
1326,4.0,"89 km ESE of Hualien City, Taiwan",1682480590590,122.4565,23.7768,27.198
1327,4.3,"135 km E of Nishinoomote, Japan",1682454336784,132.4054,30.5894,14.871
1328,4.2,"47 km SE of Jiufen, Taiwan",1682449824508,122.2195,24.8559,115.26
1329,4.0,"73 km E of Minami-Sōma, Japan",1682444975451,141.8026,37.6894,51.46
1330,4.8,"230 km ENE of Hede, China",1682436870993,122.5924,34.5245,10.0
1331,4.4,"near the east coast of Honshu, Japan",1682429519805,141.8156,40.0764,57.995
1332,4.5,"27 km WSW of Hengchun, Taiwan",1682407660347,120.5102,21.886,10.0
1333,4.6,"Volcano Islands, Japan region",1682374952207,142.607,23.1957,10.0
1334,4.9,"Bonin Islands, Japan region",1682295581278,142.7653,28.1087,10.0
1335,3.9,"Volcano Islands, Japan region",1682291206364,141.6878,22.6286,215.429
1336,4.4,"Bonin Islands, Japan region",1682285593498,141.8636,26.3759,42.213
1337,4.3,"135 km E of Nishinoomote, Japan",1682172380761,132.4042,30.5878,14.194
1338,4.4,"19 km E of Tomioka, Japan",1682127695847,141.2384,37.3471,48.89
1339,4.8,"southeast of Shikoku, Japan",1682127220178,132.4116,30.6207,13.425
1340,4.8,"134 km E of Nishinoomote, Japan",1682125243545,132.3989,30.6317,10.0
1341,4.3,"135 km ESE of Nishinoomote, Japan",1682124560492,132.3846,30.5012,10.0
1342,4.6,"129 km E of Nishinoomote, Japan",1682120818932,132.3499,30.6799,10.0
1343,4.5,"southwestern Ryukyu Islands, Japan",1682111445864,123.4457,23.7918,39.175
1344,4.5,"73 km NE of Yonakuni, Japan",1682093395670,123.4561,24.9834,112.681
1345,4.2,"50 km ENE of Kuji, Japan",1682080983024,142.3185,40.3631,46.33
1346,4.1,"57 km SSW of Hualien City, Taiwan",1682077484228,121.4852,23.4677,32.428
1347,4.0,"131 km E of Nishinoomote, Japan",1682066355858,132.3651,30.602,10.0
1348,4.5,"128 km E of Nishinoomote, Japan",1682062702331,132.3406,30.6773,10.0
1349,4.6,"Bonin Islands, Japan region",1682061589950,141.4023,26.806,56.229
1350,4.2,"Kyushu, Japan",1682053786358,130.3113,31.242,167.003
1351,4.5,"southeast of Shikoku, Japan",1682045140177,132.3235,30.5552,10.0
1352,4.1,"141 km E of Nishinoomote, Japan",1682018287498,132.4598,30.5707,12.904
1353,4.7,"136 km E of Nishinoomote, Japan",1682015157071,132.4145,30.6226,16.679
1354,4.6,"134 km E of Nishinoomote, Japan",1682002224591,132.3939,30.6127,10.0
1355,4.6,"Izu Islands, Japan region",1681888314739,140.762,31.7002,86.596
1356,4.1,Mariana Islands region,1681878115506,144.0736,21.7915,10.277
1357,4.2,"Izu Islands, Japan region",1681788222291,141.459,31.3768,35.0
1358,4.3,"40 km ESE of Tomioka, Japan",1681665907359,141.4325,37.1899,42.953
1359,4.6,"117 km N of Hirara, Japan",1681643497629,125.4371,25.8585,10.0
1360,4.8,"Bonin Islands, Japan region",1681617189031,143.4449,27.4665,14.898
1361,4.1,"31 km SW of Hualien City, Taiwan",1681615616288,121.4085,23.7599,14.172
1362,4.0,"59 km ENE of Kuril’sk, Russia",1681598128020,148.5138,45.5264,141.668
1363,4.3,Mariana Islands region,1681561688275,144.4222,21.0465,155.394
1364,4.4,"45 km ESE of Ōtsuchi, Japan",1681526452955,142.4061,39.2516,55.085
1365,4.4,"137 km E of Tomioka, Japan",1681347308769,142.5675,37.4421,26.32
1366,4.3,"28 km NNE of Nemuro, Japan",1681341169785,145.7574,43.5428,101.411
1367,4.3,"29 km E of Iwaki, Japan",1681289155660,141.2152,37.0881,60.211
1368,4.4,"54 km SSW of Miyakojima, Japan",1681271638179,125.1438,24.3214,32.03
1369,4.6,"Bonin Islands, Japan region",1681246936549,142.4821,28.7791,10.0
1370,3.9,"near the west coast of Honshu, Japan",1681245320638,137.1531,37.0589,265.239
1371,4.3,"7 km NW of Ōami, Japan",1681243847122,140.2589,35.5656,60.834
1372,4.6,"20 km S of Honchō, Japan",1681227490261,143.6978,42.6258,101.142
1373,4.4,"80 km NE of Hasaki, Japan",1681162517870,141.4874,36.2269,28.975
1374,4.9,"11 km SSE of Yonakuni, Japan",1681065936800,123.0428,24.3665,48.38
1375,4.0,"72 km E of Ōarai, Japan",1681042223430,141.3865,36.3005,36.319
1376,4.4,"72 km SE of Hengchun, Taiwan",1681017194672,121.1715,21.4849,10.0
1377,4.0,"Izu Islands, Japan region",1680979683571,139.1684,29.9345,379.057
1378,4.2,"15 km NNE of Honchō, Japan",1680968414414,142.9919,42.2553,69.216
1379,4.4,"61 km SSW of Hualien City, Taiwan",1680956089967,121.4717,23.439,31.337
1380,4.3,"Volcano Islands, Japan region",1680952446498,142.0466,25.8218,35.0
1381,4.0,"3 km SSE of Kōnosu, Japan",1680933685750,139.5358,36.0445,61.277
1382,4.3,"Bonin Islands, Japan region",1680932603828,141.4383,26.9269,56.517
1383,4.6,"114 km NE of Hirara, Japan",1680882543627,126.1397,25.5056,57.216
1384,4.1,"62 km ESE of Iwaki, Japan",1680871560762,141.4873,36.7558,75.385
1385,4.3,"101 km S of Hualien City, Taiwan",1680863788030,121.4685,23.0729,10.0
1386,4.7,"Bonin Islands, Japan region",1680818955019,141.3241,27.0214,58.762
1387,4.0,"Volcano Islands, Japan region",1680791104471,142.9487,22.0452,234.982
1388,4.9,"93 km S of Kuril’sk, Russia",1680754219795,147.8092,44.391,93.126
1389,4.2,"6 km NE of Toyota, Japan",1680643457248,137.2091,35.1178,42.089
1390,4.3,"Maug Islands region, Northern Mariana Islands",1680639121628,145.8796,20.0931,69.478
1391,4.6,"Hokkaido, Japan region",1680621342968,144.9347,42.8125,73.955
1392,4.3,"17 km SSE of Nishinoomote, Japan",1680616859998,131.1001,30.5969,43.858
1393,4.0,"31 km SSE of Onagawa Chō, Japan",1680592278632,141.5798,38.1846,54.654
1394,5.0,"Bonin Islands, Japan region",1680592043764,141.4555,27.0045,54.458
1395,4.0,"15 km NNW of Kashima-shi, Japan",1680580436090,140.6022,36.1027,82.838
1396,4.5,"Bonin Islands, Japan region",1680500900404,141.3343,27.0279,86.639
1397,4.2,"1 km S of Funaishikawa, Japan",1680424466302,140.5643,36.45,64.665
1398,4.4,"near the east coast of Honshu, Japan",1680408848897,141.4699,36.2554,39.261
1399,4.0,"Izu Islands, Japan region",1680399759017,139.5237,33.3356,172.107
1400,4.2,"157 km SE of Kuril’sk, Russia",1680349598198,149.3145,44.246,10.0
1401,4.6,"near the west coast of Honshu, Japan",1680342071637,138.7642,38.2883,15.222
1402,4.3,"near the east coast of Honshu, Japan",1680291193967,142.0457,38.6985,56.656
1403,4.9,"108 km S of Honchō, Japan",1680276580368,142.7896,41.1562,50.336
1404,4.4,"Bonin Islands, Japan region",1680260082440,141.5858,26.9359,62.92
1405,5.3,"Bonin Islands, Japan region",1680241939140,141.5589,27.037,64.435
1406,4.1,"Izu Islands, Japan region",1680240547089,140.2713,30.8465,144.155
1407,4.5,"126 km ESE of Kuril’sk, Russia",1680221413171,149.2724,44.6674,35.0
1408,4.5,"87 km ENE of Hengchun, Taiwan",1680207352442,121.5548,22.2207,11.722
1409,4.1,"Izu Islands, Japan region",1680201611750,142.4286,30.9813,10.0
1410,4.2,"101 km ESE of Kushimoto, Japan",1680190161326,136.7305,33.0314,409.989
1411,4.9,"Bonin Islands, Japan region",1680126251367,141.479,28.2988,58.562
1412,4.2,"86 km S of Akkeshi, Japan",1680108196443,144.9584,42.2589,40.118
1413,4.8,"Bonin Islands, Japan region",1680083627269,139.4485,27.9796,500.093
1414,4.9,"243 km W of Kurio, Japan",1680080038378,127.8929,30.3104,10.0
1415,4.1,"18 km SW of Takayama, Japan",1680075129181,137.0943,36.0301,254.661
1416,3.9,"3 km WNW of Sano, Japan",1680047325601,139.5527,36.3306,133.562
1417,4.2,"near the west coast of Honshu, Japan",1680029294471,137.2608,37.5022,2.976
1418,6.0,"Hokkaido, Japan region",1679995108506,142.8148,41.1434,37.0
1419,4.3,"170 km ESE of Hasaki, Japan",1679974205190,142.4931,35.0129,10.0
1420,4.9,"23 km ESE of Onagawa Chō, Japan",1679843060244,141.6768,38.3345,60.162
1421,4.2,"27 km ESE of Onagawa Ch?, Japan",1679841183732,141.7243,38.3236,60.397
1422,4.3,"92 km SE of Hengchun, Taiwan",1679805832373,121.4102,21.4538,31.472
1423,4.1,"Izu Islands, Japan region",1679715497064,140.2352,30.0494,116.748
1424,4.2,"Izu Islands, Japan region",1679664187180,141.9049,29.9765,10.0
1425,4.4,"Izu Islands, Japan region",1679661342124,141.9097,30.0185,10.0
1426,4.2,"Izu Islands, Japan region",1679658262999,141.7901,29.9288,10.0
1427,4.2,"47 km SW of Hualien City, Taiwan",1679652258645,121.3108,23.6457,10.0
1428,4.7,"7 km NNE of Tomobe, Japan",1679642734908,140.3434,36.4058,83.707
1429,5.0,"Izu Islands, Japan region",1679632689911,141.8183,29.9441,10.0
1430,4.7,"Izu Islands, Japan region",1679632630269,141.8327,29.9832,10.0
1431,4.6,"Izu Islands, Japan region",1679632374658,141.8987,29.9747,10.0
1432,5.3,"Izu Islands, Japan region",1679631929944,141.8525,30.0034,28.558
1433,4.6,"Izu Islands, Japan region",1679596602761,141.8769,30.0109,10.0
1434,4.4,"45 km SW of Hualien City, Taiwan",1679521864091,121.3288,23.6547,7.202
1435,4.5,"45 km SSW of Hualien City, Taiwan",1679499785421,121.3779,23.6272,5.869
1436,4.3,"98 km ENE of Noda, Japan",1679473426612,142.9516,40.2909,42.804
1437,4.4,"near the east coast of Honshu, Japan",1679470978666,142.9504,40.3731,38.265
1438,5.6,"115 km E of Noda, Japan",1679470618890,143.1497,40.2815,22.0
1439,4.2,Mariana Islands region,1679459122497,144.0176,21.2866,241.022
1440,4.2,"142 km SE of Shima, Japan",1679455155417,137.7463,33.3043,344.304
1441,4.6,"102 km S of Yudomari, Japan",1679449601453,130.4585,29.3124,35.0
1442,5.2,"46 km SSW of Hualien City, Taiwan",1679363120639,121.365,23.6144,8.327
1443,4.5,"18 km NNE of Urakawa, Japan",1679347719017,142.9042,42.2981,84.777
1444,4.6,"138 km ENE of Hasaki, Japan",1679313979206,142.3012,36.0825,10.0
1445,4.2,"Izu Islands, Japan region",1679296645906,141.7547,29.9119,14.435
1446,4.9,"Izu Islands, Japan region",1679296107470,142.1293,29.978,10.0
1447,4.6,"28 km SSE of Hasaki, Japan",1679277562842,140.9403,35.455,31.285
1448,4.4,"Izu Islands, Japan region",1679161690227,141.7383,29.9106,10.113
1449,4.8,"Izu Islands, Japan region",1679159114215,142.0008,30.0141,10.0
1450,4.4,"Izu Islands, Japan region",1679154699000,141.7748,29.9208,10.0
1451,4.4,"Bonin Islands, Japan region",1679094292443,139.7267,28.4643,391.554
1452,4.3,"Bonin Islands, Japan region",1678941395876,142.8417,27.3946,11.878
1453,4.2,"7 km NNW of Chōnan, Japan",1678829945010,140.2166,35.4658,64.834
1454,4.3,"3 km ENE of Sugito, Japan",1678827908655,139.7601,36.0485,67.95
1455,4.3,"71 km SE of Onagawa Chō, Japan",1678768605947,141.9044,37.9164,50.0
1456,4.4,"Bonin Islands, Japan region",1678766757826,142.0775,26.5592,35.0
1457,4.6,"57 km NW of Basco, Philippines",1678744426349,121.6354,20.866,66.206
1458,4.3,"eastern Honshu, Japan",1678739735035,141.7168,39.8224,68.142
