,Magnitude,Place,Time,Longitude,Latitude,Depth
7684,4.6,"165 km ESE of Kuril’sk, Russia",1537936411520,149.8563,44.7214,49.35
7683,4.6,"Bonin Islands, Japan region",1537941629760,142.0848,27.4408,72.44
7682,4.6,"105 km E of Kuril’sk, Russia",1537989763010,149.2177,45.1476,85.29
7681,4.2,"58 km ENE of Shikotan, Russia",1537993391580,147.412,43.9656,35.0
7680,4.4,"78 km ESE of Yamada, Japan",1538003928830,142.8161,39.2473,38.04
7679,4.0,"Izu Islands, Japan region",1538011927030,138.6198,30.1946,435.49
7678,4.0,"146 km S of ?yama, Japan",1538047065280,138.2087,33.2859,289.55
7677,4.6,"171 km E of Nago, Japan",1538048752930,129.7,26.7884,10.0
7676,4.5,"20 km ENE of Iwaki, Japan",1538076745390,141.0743,37.148,49.03
7675,4.5,"25 km ESE of Chitose, Japan",1538213154910,141.9494,42.7652,35.0
7674,4.9,"33 km ESE of Tomakomai, Japan",1538297645100,142.0029,42.5608,35.0
7673,4.6,"Izu Islands, Japan region",1538323620710,141.6083,31.9167,16.41
7672,4.3,"50 km NNE of Shizunai-furukawach?, Japan",1538336412580,142.5442,42.7674,121.11
7671,4.8,"28 km ENE of Chitose, Japan",1538360523950,141.9909,42.893,33.53
7670,4.7,"172 km E of Nago, Japan",1538406431250,129.7105,26.7516,10.0
7669,4.5,"88 km ESE of Kamaishi, Japan",1538422163330,142.8115,38.9592,36.52
7668,4.4,"41 km ESE of Hitachi, Japan",1538450873330,141.063,36.4286,47.48
7667,4.0,"Izu Islands, Japan region",1538470958890,138.3952,30.1151,363.95
7666,4.6,"66 km ENE of Namie, Japan",1538475928940,141.7129,37.6683,35.0
7665,4.6,"204 km S of Kushiro, Japan",1538578578510,144.3686,41.1356,10.0
7664,4.9,"15 km ENE of Hasaki, Japan",1538579732490,140.9937,35.7891,30.59
7663,4.2,"21 km S of Basco, Philippines",1538604684580,121.9998,20.2585,10.0
7662,4.2,"115 km SSE of Naze, Japan",1538630145800,129.7394,27.3521,10.0
7661,4.3,"35 km WNW of Hengchun, Taiwan",1538633847370,120.4266,22.1353,10.0
7660,4.6,"48 km SSE of Kushima, Japan",1538641253130,131.4663,31.0932,35.0
7659,4.0,"51 km WNW of Mikuni, Japan",1538673414250,135.6202,36.3816,349.79
7658,5.0,"147 km E of Nago, Japan",1538693072810,129.4696,26.6065,10.0
7657,5.0,"35 km E of Tomakomai, Japan",1538697528760,142.0359,42.5988,16.92
7656,4.5,"159 km E of Nago, Japan",1538701532340,129.5792,26.7298,10.0
7655,4.5,"276 km SSE of Tateyama, Japan",1538764820660,140.8904,32.6447,48.05
7654,4.2,"51 km NNW of Basco, Philippines",1538766646850,121.792,20.8793,139.16
7653,4.2,Mariana Islands region,1538775411900,143.3771,21.8405,200.34
7652,4.6,"29 km ESE of Chitose, Japan",1538799264540,141.9692,42.6914,38.64
7651,4.4,"78 km E of Namie, Japan",1538810086920,141.8694,37.3559,23.58
7650,4.7,"146 km E of Nago, Japan",1538839123720,129.4496,26.4868,10.0
7649,4.8,"12 km N of Shinshiro, Japan",1538874859750,137.4893,35.0158,40.22
7648,4.7,"Bonin Islands, Japan region",1538881270390,140.5194,26.5339,415.84
7647,4.0,"Bonin Islands, Japan region",1538902739200,139.6479,27.9283,510.62
7646,4.1,"88 km NE of Miyako, Japan",1538923896600,142.628,40.249,45.53
7645,4.2,"281 km N of Kuril’sk, Russia",1538926406120,147.6392,47.7577,404.57
7644,4.2,"44 km E of Hakodate, Japan",1538960882080,141.2753,41.7681,87.57
7643,4.3,"Izu Islands, Japan region",1538975084350,140.9628,29.6342,76.89
7642,4.6,"Volcano Islands, Japan region",1538975822050,144.0184,23.7133,10.0
7641,4.9,"Volcano Islands, Japan region",1538977527770,143.8849,23.6221,10.0
7640,4.6,"31 km E of Tomakomai, Japan",1539003239330,141.9864,42.6258,34.0
7639,4.5,"Volcano Islands, Japan region",1539008285220,143.7463,23.5895,10.0
7638,4.7,"Volcano Islands, Japan region",1539009886870,143.815,23.6085,12.11
7637,4.6,"79 km SSE of Kuril’sk, Russia",1539012208720,148.2793,44.5672,50.11
7636,4.6,"Bonin Islands, Japan region",1539013515350,141.6854,28.4707,37.76
7635,4.4,"23 km E of Tomakomai, Japan",1539020714970,141.8895,42.6584,24.97
7634,4.7,"47 km ESE of Namie, Japan",1539028322310,141.5211,37.3655,35.0
7633,4.4,"155 km S of Tateyama, Japan",1539034913320,140.0608,33.5886,111.64
7632,4.5,"Izu Islands, Japan region",1539052334430,141.0843,29.9016,48.3
7631,4.6,"131 km WSW of Naze, Japan",1539054544130,128.2198,27.9703,10.0
7630,4.5,"78 km ENE of Misawa, Japan",1539058605830,142.2267,41.0022,50.85
7629,4.6,"189 km SE of Kuril’sk, Russia",1539091500630,149.8354,44.2535,10.0
7628,4.6,"58 km ESE of Kamaishi, Japan",1539115118840,142.4627,39.0221,22.81
7627,4.3,"Izu Islands, Japan region",1539153534610,142.0109,32.2793,39.26
7626,4.5,"34 km ENE of Yilan, Taiwan",1539164592320,122.0813,24.8313,10.0
7625,4.7,"147 km WSW of Naze, Japan",1539238722840,128.0506,27.9648,10.0
7624,4.5,"17 km E of Tomakomai, Japan",1539303267110,141.8133,42.6212,17.94
7623,5.2,"7 km WNW of Hasaki, Japan",1539317747790,140.7582,35.7549,34.51
7622,5.1,"232 km NNW of Kuril’sk, Russia",1539380304710,146.6593,47.1406,355.35
7621,4.6,"132 km E of Yamada, Japan",1539430425780,143.4791,39.3602,10.0
7620,4.5,"91 km ESE of Nago, Japan",1539433745270,128.842,26.3139,18.24
7619,4.6,"158 km NNW of Nago, Japan",1539448501770,127.1416,27.8272,171.69
7618,4.7,"Volcano Islands, Japan region",1539453236460,144.1993,22.5842,10.0
7617,4.2,"229 km SSE of Tateyama, Japan",1539463863600,140.6451,33.0222,83.08
7616,4.6,"57 km ESE of Itoman, Japan",1539472795050,128.1607,25.8498,10.0
7615,4.6,"46 km ESE of Ishinomaki, Japan",1539477028330,141.8105,38.2959,49.3
7614,4.3,"23 km SE of Shibetsu, Japan",1539485351940,145.3614,43.5362,139.1
7613,4.5,"Bonin Islands, Japan region",1539554282350,141.6906,26.5525,35.0
7612,4.5,"6 km WSW of Matsubase, Japan",1539562375680,130.6042,32.6162,10.0
7611,4.0,"27 km NW of Nikk?, Japan",1539587444900,139.4385,36.9497,10.0
7610,4.7,"90 km ESE of Katsuren-haebaru, Japan",1539590722260,128.6829,25.9629,10.0
7609,4.4,"117 km SE of Nemuro, Japan",1539619307230,146.7041,42.6672,10.0
7608,4.5,"42 km S of ?funato, Japan",1539646459350,141.8002,38.6914,56.13
7607,4.5,"156 km SSE of Preobrazheniye, Russia",1539648729490,134.7112,41.6267,10.0
7606,4.6,"Bonin Islands, Japan region",1539670081020,144.0528,27.3522,10.0
7605,4.5,"73 km SE of Katsuren-haebaru, Japan",1539702945040,128.388,25.856,10.0
7604,4.3,"Ryukyu Islands, Japan",1539724313100,128.4415,25.8226,10.0
7603,4.8,"69 km SE of Katsuren-haebaru, Japan",1539745134340,128.4265,25.947,18.41
7602,5.2,"Izu Islands, Japan region",1539782948420,141.0014,29.1271,80.18
7601,4.4,"48 km S of Nemuro, Japan",1539796961340,145.5749,42.8832,35.0
7600,4.9,"27 km SSE of Hasaki, Japan",1539839902660,140.9905,35.5209,35.02
7599,4.4,"26 km ENE of Chitose, Japan",1539864752970,141.9592,42.8838,38.75
7598,4.6,"Izu Islands, Japan region",1539866155060,141.8781,32.0877,23.6
7597,4.5,"72 km E of Ishinomaki, Japan",1539867143790,142.1305,38.4427,47.47
7596,4.0,"191 km NW of Iwanai, Japan",1539891652190,138.783,44.1588,258.7
7595,4.7,"196 km SSE of Katsuura, Japan",1539901176270,141.2363,33.5493,34.35
7594,4.6,"46 km E of Shizunai-furukawach?, Japan",1539970231520,142.9248,42.3707,42.66
7593,4.1,"68 km SE of Obihiro, Japan",1539992035370,143.7114,42.4279,97.8
7592,4.5,"33 km E of Iwaki, Japan",1540000272780,141.2542,37.0022,19.86
7591,4.5,"256 km SSE of Ishigaki, Japan",1540036576360,125.1593,22.2215,10.0
7590,5.0,"Volcano Islands, Japan region",1540045294720,143.7652,23.1784,34.63
7589,4.6,"Volcano Islands, Japan region",1540060664540,143.7464,23.1456,35.0
7588,4.3,"67 km SSE of Ishinomaki, Japan",1540066417320,141.691,37.8889,54.44
7587,4.5,"Volcano Islands, Japan region",1540066770030,143.7739,23.1338,35.0
7586,4.1,"15 km NW of Hualien City, Taiwan",1540077043000,121.4886,24.0673,58.17
7585,4.0,Sea of Japan,1540092597770,133.5436,38.513,449.54
7584,4.6,"20 km ESE of ?hara, Japan",1540119772090,140.6009,35.1704,38.05
7583,4.6,"Bonin Islands, Japan region",1540159658270,143.571,28.9647,10.0
7582,4.4,"61 km E of Shizunai-furukawach?, Japan",1540165706510,143.1047,42.2388,66.47
7581,4.7,"70 km S of Hirara, Japan",1540197569890,125.2212,24.1737,34.96
7580,4.5,"79 km S of Hirara, Japan",1540198328850,125.3337,24.085,33.09
7579,5.0,"42 km E of Namie, Japan",1540205238210,141.4753,37.5457,43.05
7578,4.5,"233 km SE of ?funato, Japan",1540221702020,143.852,37.8031,10.0
7577,5.8,"56 km SW of Yonakuni, Japan",1540269298630,122.6027,24.1153,30.0
7576,4.6,"55 km ESE of Ishinomaki, Japan",1540292780190,141.9099,38.2873,34.95
7575,5.7,"61 km SSW of Yonakuni, Japan",1540310644240,122.6791,23.9912,31.0
7574,4.5,"113 km E of Namie, Japan",1540411284950,142.2702,37.339,23.37
7573,4.3,"277 km S of ?yama, Japan",1540446969580,138.6944,32.1296,26.06
7572,4.1,"46 km S of Rishiri Town, Japan",1540463135720,141.1848,44.7385,271.6
7571,5.7,"43 km ESE of Ishinomaki, Japan",1540492569090,141.785,38.3158,40.0
7570,5.6,"57 km NW of Otrada, Russia",1540523093530,145.4594,44.4943,10.0
7569,5.1,"48 km NNW of Otrada, Russia",1540523178400,145.5656,44.4486,10.0
7568,4.7,"60 km NNW of Otrada, Russia",1540523676620,145.595,44.5814,10.0
7567,4.5,"4 km SSW of Ibusuki, Japan",1540543535120,130.6371,31.1987,117.01
7566,4.7,"Volcano Islands, Japan region",1540558547140,142.9989,23.7,10.0
7565,4.0,"187 km S of ?yama, Japan",1540564410610,137.9083,32.9338,333.54
7564,4.8,"near the east coast of Honshu, Japan",1540598882860,141.2901,36.9011,9.7
7563,4.3,"108 km S of Vrangel’, Russia",1540615599530,133.2274,41.7638,474.8
7562,4.8,"69 km NNE of Miyako, Japan",1540640353970,142.3206,40.1961,53.57
7561,4.4,"1 km SSW of Yoshino-ch?, Japan",1540641111130,135.8527,34.3854,68.08
7560,4.6,"58 km SSE of Koshima, Japan",1540708044340,130.6764,29.7245,44.5
7559,4.4,"7 km WNW of Tanuma, Japan",1540732749910,139.5086,36.4053,132.84
7558,4.5,"122 km ESE of Namie, Japan",1540733339670,142.3293,37.1874,8.74
7557,4.9,"70 km ESE of Iwaki, Japan",1540737989010,141.6538,36.9038,35.0
7556,5.5,"Izu Islands, Japan region",1540776464280,140.2515,31.6133,94.0
7555,4.5,"52 km ESE of Takahagi, Japan",1540815923170,141.2367,36.4974,46.56
7554,4.8,"Izu Islands, Japan region",1540827171290,140.8996,32.0275,49.66
7553,4.9,"55 km WSW of Ishigaki, Japan",1540850129810,123.6739,24.1069,35.0
7552,4.9,"58 km E of Namie, Japan",1540866597220,141.6489,37.3956,41.84
7551,4.8,"47 km ESE of Yonakuni, Japan",1540866882610,123.4067,24.2627,44.58
7550,4.6,"Izu Islands, Japan region",1540907209590,140.595,31.7203,108.42
7549,4.5,"2 km SSE of Muroran, Japan",1540922366920,141.0014,42.2963,126.86
7548,4.4,"30 km SSW of Hualien City, Taiwan",1540944687110,121.4608,23.7325,10.0
7547,4.7,"34 km E of Shikotan, Russia",1541012591450,147.1498,43.8269,59.39
7546,4.2,"60 km SSW of Hengchun, Taiwan",1541031286880,120.4993,21.5037,10.0
7545,4.7,"60 km WSW of Ishigaki, Japan",1541064260210,123.5748,24.2201,35.0
7544,4.0,"171 km NW of Hakui, Japan",1541099855290,135.312,37.8813,349.12
7543,5.4,"21 km WSW of Tanabe, Japan",1541145234390,135.1475,33.6719,28.2
7542,6.0,"298 km E of Dolinsk, Russia",1541156475880,146.6972,47.8334,433.0
7541,4.6,"296 km NNW of Kuril’sk, Russia",1541156995440,146.7317,47.7701,411.31
7540,4.0,northwest of the Kuril Islands,1541169970680,148.0034,49.3485,563.02
7539,4.5,"122 km ESE of Takahagi, Japan",1541182769530,141.9964,36.3246,15.13
7538,4.7,"62 km E of Hakodate, Japan",1541336907270,141.4836,41.8346,105.19
7537,4.6,"41 km SSE of ?funato, Japan",1541354561560,141.9315,38.7402,57.23
7536,4.9,"Volcano Islands, Japan region",1541357666730,143.3004,23.4899,14.66
7535,5.9,"55 km NNW of Otrada, Russia",1541359563380,145.6552,44.5478,9.0
7534,4.5,"14 km SW of Tanabe, Japan",1541373557300,135.2732,33.6271,38.72
7533,4.5,"50 km NNW of Otrada, Russia",1541423763290,145.5972,44.4808,13.17
7532,4.4,"84 km WNW of Naze, Japan",1541426862840,128.6625,28.6159,135.57
7531,4.8,"104 km S of Koshima, Japan",1541428754980,130.5495,29.2918,20.13
7530,5.0,"110 km S of Koshima, Japan",1541429218690,130.5301,29.2376,36.22
7529,4.3,"81 km ENE of Namie, Japan",1541456326760,141.8806,37.7074,35.0
7528,4.4,"108 km S of Koshima, Japan",1541479782920,130.5101,29.2589,34.97
7527,4.7,"167 km SE of Hualien City, Taiwan",1541480157780,122.7804,22.9217,14.34
7526,4.8,"110 km S of Koshima, Japan",1541482860340,130.5304,29.2333,35.0
7525,4.4,"12 km SE of Yokote, Japan",1541489382210,140.6631,39.2419,147.12
7524,4.5,"8 km SSW of Kaseda-shirakame, Japan",1541513215430,130.2914,31.3464,153.81
7523,4.5,"72 km SW of Yonakuni, Japan",1541514865860,122.5164,23.9844,22.11
7522,4.8,"156 km SE of Hualien City, Taiwan",1541624711990,122.5433,22.8607,18.57
7521,4.4,"32 km ESE of Muroran, Japan",1541643313410,141.3709,42.2497,106.96
7520,4.1,"61 km SSW of Yonakuni, Japan",1541712487430,122.7428,23.9639,32.75
7519,4.3,"51 km SSE of ?funato, Japan",1541713900180,141.9828,38.6564,39.52
7518,4.5,"92 km ENE of Hachinohe, Japan",1541718336690,142.5527,40.7338,46.17
7517,4.4,"Izu Islands, Japan region",1541724071520,142.4339,30.7207,10.0
7516,4.7,"72 km NNW of Otrada, Russia",1541779742660,145.6413,44.7029,29.8
7515,4.9,"Izu Islands, Japan region",1541786915810,141.591,31.3809,10.0
7514,4.6,"Izu Islands, Japan region",1541787540970,141.7698,31.4245,10.0
7513,4.7,"Volcano Islands, Japan region",1541819673240,142.9597,22.7155,158.4
7512,4.4,"Izu Islands, Japan region",1541845885380,140.9099,31.3416,10.0
7511,4.6,"Volcano Islands, Japan region",1541853681480,143.2726,23.4413,35.0
7510,4.5,"Bonin Islands, Japan region",1541866604940,143.1919,28.1838,34.53
7509,4.3,"Izu Islands, Japan region",1541893738100,142.2126,29.5891,10.0
7508,4.9,"Izu Islands, Japan region",1541924797710,141.9255,31.429,10.0
7507,4.5,"6 km W of Shimo-furano, Japan",1541976737920,142.3075,43.3575,166.23
7506,4.5,"101 km W of Iwanai, Japan",1541987092130,139.2679,42.9554,8.66
7505,4.6,"228 km ESE of Yamada, Japan",1542001770880,144.5414,39.0574,10.0
7504,4.5,"49 km E of Miyazaki, Japan",1542003040480,131.9407,31.8883,35.0
7503,4.7,"88 km SSE of Yonakuni, Japan",1542004355200,123.4437,23.7785,25.78
7502,4.8,"26 km SSE of Tateyama, Japan",1542168580670,139.9641,34.7542,100.44
7501,4.4,"35 km SSW of Shibetsu, Japan",1542186587620,145.0388,43.3509,110.48
7500,4.8,"29 km ESE of Chitose, Japan",1542190050870,141.9755,42.7019,35.0
7499,4.0,"76 km SSE of Toba, Japan",1542195591400,137.1245,33.8391,351.65
7498,4.5,"17 km SSE of Makurazaki, Japan",1542204318450,130.4184,31.1354,159.5
7497,4.1,"10 km WNW of Hamamatsu, Japan",1542212365590,137.6236,34.7343,289.38
7496,4.2,"northwest of the Ryukyu Islands, Japan",1542224416230,126.9958,27.7242,207.29
7495,4.6,"255 km SE of ?funato, Japan",1542272955760,144.1298,37.7656,36.11
7494,4.1,"10 km ENE of Shinshiro, Japan",1542326207240,137.6035,34.9462,279.43
7493,4.3,"19 km SSW of Yonakuni, Japan",1542328456110,122.9171,24.3071,35.0
7492,4.4,"7 km ENE of Yilan, Taiwan",1542333695020,121.8168,24.7893,82.43
7491,4.5,"12 km E of Miyako, Japan",1542336552480,142.0808,39.6327,47.06
7490,4.9,"Bonin Islands, Japan region",1542370187200,143.9259,26.2864,10.0
7489,4.4,"Bonin Islands, Japan region",1542394257680,143.4948,26.1917,10.0
7488,4.4,"120 km ENE of Misawa, Japan",1542398524870,142.7324,41.0609,41.0
7487,4.8,"Volcano Islands, Japan region",1542440406620,141.0204,25.4048,121.48
7486,4.8,"Izu Islands, Japan region",1542505882260,141.9543,30.8056,10.0
7485,4.4,"146 km SSE of Kuril’sk, Russia",1542545676810,148.5542,43.9965,35.0
7484,4.5,"68 km S of Hirara, Japan",1542582128410,125.2046,24.1937,30.25
7483,4.5,"Volcano Islands, Japan region",1542594409170,143.2801,23.4678,10.0
7482,4.4,"80 km SW of Yonakuni, Japan",1542608338840,122.5525,23.8642,10.0
7481,4.9,"47 km SSE of Yilan, Taiwan",1542645093100,121.9783,24.3858,26.3
7480,4.3,"278 km NNE of Kuril’sk, Russia",1542659203990,149.6349,47.4133,239.15
7479,4.2,"Izu Islands, Japan region",1542661023790,141.4004,32.2597,35.51
7478,4.1,"Izu Islands, Japan region",1542668830850,139.1172,30.9008,387.66
7477,4.5,"59 km ENE of Mutsu, Japan",1542694210460,141.8756,41.4805,37.4
7476,4.6,"105 km NNE of Naze, Japan",1542710092180,129.903,29.2428,64.49
7475,4.5,"49 km SE of Shizunai-furukawach?, Japan",1542728311270,142.7654,42.0009,73.55
7474,5.5,"34 km W of Nagata, Japan",1542740988840,130.0667,30.42,123.0
7473,4.7,"87 km S of Kuril’sk, Russia",1542744962790,148.0753,44.4524,101.46
7472,4.5,"6 km ENE of Asahi, Japan",1542752935200,140.7146,35.7383,47.13
7471,4.3,"219 km SSE of Shimoda, Japan",1542799731280,140.1839,32.9898,153.69
7470,4.7,"Izu Islands, Japan region",1542957590680,142.3798,29.253,10.0
7469,4.4,"69 km E of Namie, Japan",1542970074040,141.7773,37.3814,43.2
7468,4.8,"30 km ENE of Iwaki, Japan",1542983414720,141.2093,37.1407,47.95
7467,4.3,"79 km ENE of Mutsu, Japan",1542989020340,142.0869,41.5844,61.27
7466,4.4,"Izu Islands, Japan region",1543069626530,140.7401,30.3928,89.03
7465,3.9,"75 km SE of Kamaishi, Japan",1543099594540,142.5727,38.8765,23.82
7464,4.1,"Bonin Islands, Japan region",1543131452190,139.8615,27.6972,464.39
7463,4.2,"156 km E of Nago, Japan",1543133910720,129.5527,26.5905,10.0
7462,4.6,"13 km SW of Komatsushimach?, Japan",1543137545270,134.4666,33.9248,45.58
7461,4.0,"237 km SE of Shing?, Japan",1543142048730,137.7757,32.2148,397.56
7460,4.4,"100 km NNE of Hirara, Japan",1543170383510,125.7502,25.6107,42.68
7459,4.5,"64 km NE of Miyako, Japan",1543222863860,142.4423,40.0845,42.38
7458,4.5,"24 km SSE of ?funato, Japan",1543237442120,141.8403,38.8713,48.67
7457,4.3,"48 km E of Namie, Japan",1543271200320,141.5501,37.4381,43.17
7456,4.8,"3 km E of Satte, Japan",1543275231410,139.7598,36.0703,54.19
7455,4.4,"103 km E of Hachinohe, Japan",1543354294360,142.706,40.3755,49.35
7454,4.0,Mariana Islands region,1543366982440,143.0578,21.5864,294.58
7453,5.4,"127 km SSE of Shizunai-furukawach?, Japan",1543371804910,143.1793,41.3642,9.0
7452,4.3,"131 km SE of Shizunai-furukawach?, Japan",1543399413200,143.2848,41.364,8.7
7451,4.7,"33 km SE of Takahagi, Japan",1543403696310,141.0245,36.5435,40.38
7450,4.4,"144 km N of Hirara, Japan",1543413865210,125.5636,26.0871,114.65
7449,4.7,"Bonin Islands, Japan region",1543427671180,142.404,27.5019,35.0
7448,4.3,"134 km SSE of Shizunai-furukawach?, Japan",1543450976950,143.1828,41.2904,10.0
7447,4.3,"40 km SSE of Shizunai-furukawach?, Japan",1543465780700,142.4694,41.9794,77.3
7446,4.3,"138 km SSE of Shizunai-furukawach?, Japan",1543493750450,143.2859,41.2964,10.0
7445,4.3,"53 km S of Nemuro, Japan",1543658184630,145.5081,42.8478,56.52
7444,4.3,"Volcano Islands, Japan region",1543688584930,141.4873,24.2147,116.67
7443,4.3,"31 km SW of Kuril’sk, Russia",1543692781960,147.6023,45.02,107.36
7442,4.4,"72 km NW of Rumoi, Japan",1543704464320,140.9608,44.3599,241.77
7441,4.3,"155 km SSE of Shizunai-furukawach?, Japan",1543761907750,143.3048,41.1251,10.0
7440,4.3,"28 km ESE of ?funato, Japan",1543805157970,142.0255,38.9776,59.5
7439,4.3,"21 km SE of Tanabe, Japan",1543824498090,135.5365,33.6056,10.0
7438,4.6,"19 km NNE of Misawa, Japan",1543824917230,141.5083,40.841,83.74
7437,4.7,"48 km ESE of Kamaishi, Japan",1543864518680,142.3927,39.1122,26.16
7436,4.4,"129 km N of Nago, Japan",1543899734610,127.9001,27.7809,10.0
7435,4.7,"53 km SSE of Tateyama, Japan",1543903575060,140.093,34.5354,65.29
7434,4.5,"123 km ENE of Hasaki, Japan",1544011741160,142.0096,36.3102,18.13
7433,4.6,Mariana Islands region,1544068607430,148.1638,20.6846,15.11
7432,4.3,"92 km S of Hirara, Japan",1544165430830,125.4108,23.9767,10.0
7431,4.5,"106 km ESE of Takahagi, Japan",1544224420670,141.8009,36.3213,21.93
7430,4.9,"39 km E of Iwaki, Japan",1544234043630,141.3255,37.0808,40.52
7429,5.1,"1 km WNW of Hualien City, Taiwan",1544368540220,121.586,23.9818,16.6
7428,4.9,"159 km S of ?yama, Japan",1544368901540,137.9254,33.1843,342.24
7427,4.6,"Volcano Islands, Japan region",1544394531550,142.274,25.5119,38.01
7426,4.7,"Volcano Islands, Japan region",1544419724810,143.9502,23.1454,10.0
7425,4.3,"44 km NNW of Miyanoura, Japan",1544444279180,130.4148,30.8034,89.25
7424,4.4,"99 km WSW of Kuril’sk, Russia",1544475513400,146.7482,44.8212,155.76
7423,5.0,"34 km W of Shikotan, Russia",1544488003760,146.2874,43.7946,112.44
7422,4.5,"23 km ESE of Hitachi, Japan",1544491047100,140.8703,36.4838,54.61
7421,4.8,"289 km ESE of Ishinomaki, Japan",1544518503600,144.2965,37.3481,10.0
7420,4.0,"181 km WNW of Iwanai, Japan",1544520452070,138.5462,43.7618,240.47
7419,4.3,Mariana Islands region,1544565560380,143.0003,21.5721,315.25
7418,4.5,Mariana Islands region,1544591793380,143.0405,21.7008,309.15
7417,4.7,"7 km SSW of Hitachi, Japan",1544604596580,140.617,36.5368,57.47
7416,4.5,"12 km S of Hualien City, Taiwan",1544621063190,121.5835,23.8678,11.74
7415,4.4,"88 km E of Shikotan, Russia",1544628418490,147.8121,43.8917,42.41
7414,4.2,"24 km NW of Misawa, Japan",1544700877180,141.1791,40.833,90.55
7413,4.4,"Volcano Islands, Japan region",1544711299650,143.8408,22.302,47.58
7412,4.8,"123 km ESE of Ishinomaki, Japan",1544774673620,142.5482,37.8962,28.45
7411,5.1,"Bonin Islands, Japan region",1544803330460,140.7383,26.3113,465.8
7410,4.7,"8 km SW of Kamaishi, Japan",1544891297540,141.7921,39.2222,60.61
7409,5.1,"46 km ESE of Hualien City, Taiwan",1544908863930,122.001,23.7656,19.28
7408,4.7,"Volcano Islands, Japan region",1544943309950,143.7199,23.1823,10.0
7407,4.4,"19 km SW of Hengchun, Taiwan",1544976213420,120.6148,21.8729,10.0
7406,4.6,"Volcano Islands, Japan region",1545060492660,143.8507,23.091,10.0
7405,5.0,"Volcano Islands, Japan region",1545095744070,143.8736,23.1684,10.0
7404,4.4,"95 km ESE of Namie, Japan",1545101599150,142.0099,37.1755,27.57
7403,4.8,"55 km SSE of Koshima, Japan",1545134774490,130.7713,29.7738,47.94
7402,4.3,"47 km ESE of Ishinomaki, Japan",1545146326090,141.79,38.2346,48.05
7401,4.3,"127 km NNW of Ishigaki, Japan",1545189781820,123.7244,25.4299,155.97
7400,4.5,"Bonin Islands, Japan region",1545236773340,141.1018,27.0646,108.25
7399,4.5,"123 km S of Koshima, Japan",1545267536090,130.5748,29.1196,10.0
7398,4.6,"72 km SSW of Ishigaki, Japan",1545282976640,123.7757,23.792,30.09
7397,4.1,"Hokkaido, Japan region",1545339659050,142.0697,42.7027,56.14
7396,4.0,"36 km ESE of Toba, Japan",1545355256500,137.1741,34.3053,337.58
7395,4.4,"28 km ENE of Iwaki, Japan",1545365612610,141.1882,37.1292,52.01
7394,4.3,"177 km SSE of Ishigaki, Japan",1545487491390,124.7506,22.8342,10.0
7393,4.0,"Izu Islands, Japan region",1545530109520,138.515,30.3806,419.05
7392,4.2,"139 km S of Nemuro, Japan",1545596626430,145.6699,42.0658,49.22
7391,5.6,"174 km SE of Katsuura, Japan",1545610687020,141.6992,34.0702,13.04
7390,4.6,"201 km SE of Katsuura, Japan",1545611314680,142.0093,33.9934,10.0
7389,5.5,"169 km SE of Katsuura, Japan",1545612191310,141.6226,34.0619,9.22
7388,4.1,"185 km SE of Katsuura, Japan",1545612588170,141.8261,34.033,10.0
7387,4.2,Mariana Islands region,1545616998100,143.1654,21.578,270.54
7386,4.8,"168 km SE of Katsuura, Japan",1545620421130,141.7143,34.1544,10.0
7385,4.6,"151 km SE of Katsuura, Japan",1545630158460,141.4503,34.1498,10.0
7384,4.5,"175 km SE of Katsuura, Japan",1545642828470,141.6726,34.0378,10.0
7383,4.6,"57 km E of Hakodate, Japan",1545663074330,141.4303,41.8152,127.8
7382,4.1,Mariana Islands region,1545670350380,143.1443,21.6299,314.17
7381,4.9,"121 km SSE of Kuril’sk, Russia",1545677657400,148.2784,44.1682,35.0
7380,4.7,"165 km SE of Katsuura, Japan",1545693602810,141.5657,34.0691,10.0
7379,5.3,"172 km SE of Katsuura, Japan",1545696630660,141.6199,34.0316,10.0
7378,4.5,"88 km S of Hualien City, Taiwan",1545709395950,121.5111,23.1845,37.04
7377,4.1,"49 km ENE of Donggang, Taiwan",1545710206980,120.8768,22.6766,10.0
7376,4.4,"26 km ESE of Miyazaki, Japan",1545716662400,131.6569,31.7925,45.45
7375,5.4,"Izu Islands, Japan region",1545731170450,142.4294,29.045,10.0
7374,4.6,"Bonin Islands, Japan region",1545743641630,142.4356,28.7376,23.91
7373,4.2,"62 km N of Shikotan, Russia",1545812432070,146.6544,44.3577,152.67
7372,4.0,Mariana Islands region,1545817384210,143.094,21.4574,290.45
7371,4.2,"Izu Islands, Japan region",1545832669090,139.2847,29.1771,437.09
7370,4.9,"49 km SE of ?funato, Japan",1545842933620,142.0967,38.7422,42.33
7369,4.5,"Volcano Islands, Japan region",1545880806250,143.5175,22.4526,130.23
7368,4.8,"Bonin Islands, Japan region",1545899827630,142.9093,28.2801,10.0
7367,4.1,"65 km ENE of Yonakuni, Japan",1545954885310,123.5412,24.7851,98.14
7366,4.7,"Volcano Islands, Japan region",1545976719570,142.5559,24.5739,10.0
7365,4.2,"21 km ESE of Tend?, Japan",1545995884190,140.6007,38.2908,85.8
7364,5.1,"120 km SSE of Kuril’sk, Russia",1546002214270,148.5256,44.2442,58.44
7363,4.4,"77 km SW of Kurio, Japan",1546029359720,129.9541,29.6998,101.01
